year	month	day	hour	min	secound	N	S	Avg	20nhzfilt:	Nf	Sf	Avgf
2012	12	18	21	7	13	16	25	-4	filt:	10	19	-5
2012	12	28	21	7	13	10	30	-10	filt:	10	18	-4
2013	1	7	21	7	13	16	31	-8	filt:	11	17	-3
2013	1	17	21	7	13	18	33	-8	filt:	11	16	-3
2013	1	27	21	7	13	18	33	-8	filt:	11	15	-2
2013	2	6	21	7	13	15	46	-16	filt:	11	14	-1
2013	2	16	21	7	13	20	38	-9	filt:	12	14	-1
2013	2	26	21	7	13	20	39	-10	filt:	12	13	0
2013	3	8	21	7	13	16	30	-7	filt:	12	12	0
2013	3	18	21	7	13	12	35	-11	filt:	12	11	1
2013	3	28	21	7	13	9	25	-8	filt:	12	10	1
2013	4	7	21	7	13	10	27	-8	filt:	12	9	2
2013	4	17	21	7	13	11	28	-9	filt:	12	8	2
2013	4	27	21	7	13	14	22	-4	filt:	12	7	3
2013	5	7	21	7	13	13	16	-2	filt:	12	6	3
2013	5	17	21	7	13	7	3	2	filt:	12	5	3
2013	5	27	21	7	13	14	-3	9	filt:	12	4	4
2013	6	6	21	7	13	16	-7	12	filt:	12	4	4
2013	6	16	21	7	13	15	-13	14	filt:	12	3	4
2013	6	26	21	7	13	2	-8	5	filt:	11	2	5
2013	7	6	21	7	13	4	-21	12	filt:	11	1	5
2013	7	16	21	7	13	9	-18	13	filt:	11	0	5
2013	7	26	21	7	13	10	-14	12	filt:	10	-1	5
2013	8	5	21	7	13	10	-10	10	filt:	10	-1	6
2013	8	15	21	7	13	11	-14	12	filt:	10	-2	6
2013	8	25	21	7	13	11	-13	12	filt:	9	-3	6
2013	9	4	21	7	13	14	-14	14	filt:	9	-4	6
2013	9	14	21	7	13	10	-10	10	filt:	8	-4	6
2013	9	24	21	7	13	10	-9	9	filt:	8	-5	6
2013	10	4	21	7	13	10	-11	10	filt:	7	-6	6
2013	10	14	21	7	13	13	-13	13	filt:	6	-6	6
2013	10	24	21	7	13	14	-16	15	filt:	6	-7	6
2013	11	3	21	7	13	8	-13	11	filt:	5	-7	6
2013	11	13	21	7	13	10	-10	10	filt:	5	-8	6
2013	11	23	21	7	13	7	-17	12	filt:	4	-9	6
2013	12	3	21	7	13	5	-15	10	filt:	3	-9	6
2013	12	13	21	7	13	3	-15	9	filt:	3	-10	6
2013	12	23	21	7	13	2	-12	7	filt:	2	-10	6
2014	1	2	21	7	13	-3	-12	4	filt:	2	-11	6
2014	1	12	21	7	13	-10	-9	0	filt:	1	-11	6
2014	1	22	21	7	13	-10	-6	-2	filt:	1	-11	6
2014	2	1	21	7	13	-8	-6	-1	filt:	0	-12	6
2014	2	11	21	7	13	-2	-6	2	filt:	0	-12	6
2014	2	21	21	7	13	1	-6	3	filt:	-1	-13	6
2014	3	3	21	7	13	-3	-2	-1	filt:	-1	-13	6
2014	3	13	21	7	13	-8	-5	-2	filt:	-1	-14	6
2014	3	23	21	7	13	-9	-5	-2	filt:	-1	-14	6
2014	4	2	21	7	13	-4	-7	1	filt:	-2	-15	7
2014	4	12	21	7	13	-4	-5	0	filt:	-2	-15	7
2014	4	22	21	7	13	-3	-10	3	filt:	-2	-16	7
2014	5	2	21	7	13	-3	-11	4	filt:	-2	-16	7
2014	5	12	21	7	13	-2	-15	6	filt:	-2	-17	7
2014	5	22	21	7	13	0	-14	7	filt:	-2	-18	8
2014	6	1	21	7	13	-1	-20	10	filt:	-2	-18	8
2014	6	11	21	7	13	0	-20	10	filt:	-2	-19	9
2014	6	21	21	7	13	-6	-20	7	filt:	-2	-20	9
2014	7	1	21	7	13	-6	-21	7	filt:	-1	-21	10
2014	7	11	21	7	13	-2	-20	9	filt:	-1	-22	10
2014	7	21	21	7	13	0	-21	10	filt:	-1	-23	11
2014	7	31	21	7	13	5	-22	13	filt:	-1	-24	11
2014	8	10	21	7	13	6	-21	14	filt:	-1	-25	12
2014	8	20	21	7	13	9	-26	17	filt:	0	-26	13
2014	8	30	21	7	13	5	-24	14	filt:	0	-27	14
2014	9	9	21	7	13	3	-30	17	filt:	1	-28	14
2014	9	19	21	7	13	6	-36	21	filt:	1	-29	15
2014	9	29	21	7	13	2	-40	21	filt:	1	-31	16
2014	10	9	21	7	13	1	-37	19	filt:	2	-32	17
2014	10	19	21	7	13	-1	-34	16	filt:	2	-33	18
2014	10	29	21	7	13	5	-34	20	filt:	3	-35	19
2014	11	8	21	7	13	3	-38	21	filt:	3	-36	20
2014	11	18	21	7	13	6	-44	25	filt:	4	-38	21
2014	11	28	21	7	13	6	-45	26	filt:	4	-39	22
2014	12	8	21	7	13	0	-44	22	filt:	5	-41	23
2014	12	18	21	7	13	-6	-40	17	filt:	5	-42	24
2014	12	28	21	7	13	-8	-44	18	filt:	6	-44	25
2015	1	7	21	7	13	1	-43	22	filt:	6	-45	26
2015	1	17	21	7	13	9	-45	27	filt:	7	-47	27
2015	1	27	21	7	13	18	-41	29	filt:	7	-48	28
2015	2	6	21	7	13	12	-44	28	filt:	8	-50	29
2015	2	16	21	7	13	8	-48	28	filt:	8	-51	30
2015	2	26	21	7	13	8	-50	29	filt:	9	-53	31
2015	3	8	21	7	13	15	-51	33	filt:	9	-54	32
2015	3	18	21	7	13	26	-50	38	filt:	10	-56	33
2015	3	28	21	7	13	23	-54	38	filt:	10	-57	34
2015	4	7	21	7	13	15	-56	36	filt:	10	-59	35
2015	4	17	21	7	13	11	-59	35	filt:	11	-60	35
2015	4	27	21	7	13	13	-63	38	filt:	11	-61	36
2015	5	7	21	7	13	16	-66	41	filt:	12	-63	37
2015	5	17	21	7	13	15	-71	43	filt:	12	-64	38
2015	5	27	21	7	13	12	-81	47	filt:	13	-66	39
2015	6	6	21	7	13	6	-76	41	filt:	13	-67	40
2015	6	16	21	7	13	5	-75	40	filt:	13	-69	41
2015	6	26	21	7	13	5	-74	39	filt:	14	-70	42
2015	7	6	21	7	13	10	-76	43	filt:	14	-71	43
2015	7	16	21	7	13	12	-75	44	filt:	15	-72	43
2015	7	26	21	7	13	13	-71	42	filt:	15	-73	44
2015	8	5	21	7	13	12	-67	39	filt:	15	-75	45
2015	8	15	21	7	13	13	-64	39	filt:	16	-76	46
2015	8	25	21	7	13	17	-64	41	filt:	16	-77	46
2015	9	4	21	7	13	19	-68	43	filt:	17	-77	47
2015	9	14	21	7	13	19	-68	44	filt:	17	-78	48
2015	9	24	21	7	13	20	-70	45	filt:	18	-79	48
2015	10	4	21	7	13	22	-71	47	filt:	18	-80	49
2015	10	14	21	7	13	24	-67	45	filt:	19	-80	49
2015	10	24	21	7	13	26	-69	48	filt:	19	-81	50
2015	11	3	21	7	13	26	-67	46	filt:	20	-81	50
2015	11	13	21	7	13	26	-75	51	filt:	20	-82	51
2015	11	23	21	7	13	22	-74	48	filt:	21	-82	51
2015	12	3	21	7	13	20	-84	52	filt:	21	-82	52
2015	12	13	21	7	13	18	-89	53	filt:	22	-82	52
2015	12	23	21	7	13	21	-92	56	filt:	22	-82	52
2016	1	2	21	7	13	19	-82	50	filt:	23	-82	52
2016	1	12	21	7	13	25	-86	56	filt:	23	-82	53
2016	1	22	21	7	13	21	-84	52	filt:	24	-82	53
2016	2	1	21	7	13	22	-94	58	filt:	24	-81	53
2016	2	11	21	7	13	16	-91	54	filt:	25	-81	53
2016	2	21	21	7	13	19	-94	56	filt:	25	-81	53
2016	3	2	21	7	13	15	-94	54	filt:	26	-80	53
2016	3	12	21	7	13	21	-92	56	filt:	26	-80	53
2016	3	22	21	7	13	26	-94	60	filt:	27	-80	53
2016	4	1	21	7	13	28	-93	61	filt:	27	-79	53
2016	4	11	21	7	13	29	-98	64	filt:	28	-79	53
2016	4	21	21	7	13	30	-101	66	filt:	28	-78	53
2016	5	1	21	7	13	33	-100	66	filt:	29	-78	53
2016	5	11	21	7	13	36	-96	66	filt:	29	-77	53
2016	5	21	21	7	13	28	-85	56	filt:	30	-77	53
2016	5	31	21	7	13	31	-82	57	filt:	30	-76	53
2016	6	10	21	7	13	32	-78	55	filt:	31	-75	53
2016	6	20	21	7	13	33	-74	54	filt:	31	-75	53
2016	6	30	21	7	13	33	-65	49	filt:	31	-74	53
2016	7	10	21	7	13	36	-65	50	filt:	32	-74	53
2016	7	20	21	7	13	41	-60	50	filt:	32	-74	53
2016	7	30	21	7	13	37	-55	46	filt:	33	-73	53
2016	8	9	21	7	13	35	-50	43	filt:	33	-73	53
2016	8	19	21	7	13	37	-44	40	filt:	34	-72	53
2016	8	29	21	7	13	43	-46	44	filt:	34	-72	53
2016	9	8	21	7	13	42	-42	42	filt:	35	-72	53
2016	9	18	21	7	13	42	-38	40	filt:	35	-71	53
2016	9	28	21	7	13	39	-41	40	filt:	36	-71	54
2016	10	8	21	7	13	39	-34	37	filt:	37	-71	54
2016	10	18	21	7	13	35	-44	40	filt:	37	-71	54
2016	10	28	21	7	13	35	-45	40	filt:	38	-70	54
2016	11	7	21	7	13	39	-48	43	filt:	38	-70	54
2016	11	17	21	7	13	43	-50	46	filt:	39	-70	55
2016	11	27	21	7	13	40	-61	50	filt:	40	-70	55
2016	12	7	21	7	13	30	-71	51	filt:	40	-70	55
2016	12	17	21	7	13	32	-80	56	filt:	41	-70	55
2016	12	27	21	7	13	36	-79	57	filt:	42	-70	56
2017	1	6	21	7	13	45	-95	70	filt:	42	-70	56
2017	1	16	21	7	13	37	-103	70	filt:	43	-69	56
2017	1	26	21	7	13	36	-103	70	filt:	44	-69	57
2017	2	5	21	7	13	32	-96	64	filt:	45	-69	57
2017	2	15	21	7	13	35	-94	65	filt:	45	-69	57
2017	2	25	21	7	13	37	-100	68	filt:	46	-69	58
2017	3	7	21	7	13	40	-105	73	filt:	47	-69	58
2017	3	17	21	7	13	46	-100	73	filt:	47	-69	58
2017	3	27	21	7	13	44	-95	70	filt:	48	-70	59
2017	4	6	21	7	13	48	-90	69	filt:	49	-70	59
2017	4	16	21	7	13	41	-86	64	filt:	49	-70	59
2017	4	26	21	7	13	41	-81	61	filt:	50	-70	60
2017	5	6	21	7	13	38	-81	60	filt:	50	-70	60
2017	5	16	21	7	13	43	-77	60	filt:	51	-70	60
2017	5	26	21	7	13	49	-71	60	filt:	51	-70	61
2017	6	5	21	7	13	50	-66	58	filt:	52	-70	61
2017	6	15	21	7	13	55	-63	59	filt:	52	-71	61
2017	6	25	21	7	13	60	-61	60	filt:	53	-71	62
2017	7	5	21	7	13	63	-57	60	filt:	53	-71	62
2017	7	15	21	7	13	61	-57	59	filt:	53	-71	62
2017	7	25	21	7	13	55	-58	57	filt:	54	-71	62
2017	8	4	21	7	13	72	-44	58	filt:	54	-71	63
2017	8	14	21	7	13	71	-47	59	filt:	54	-71	63
2017	8	24	21	7	13	73	-44	58	filt:	55	-72	63
2017	9	3	21	7	13	71	-44	58	filt:	55	-72	63
2017	9	13	21	7	13	67	-41	54	filt:	55	-72	63
2017	9	23	21	7	13	68	-47	58	filt:	56	-72	64
2017	10	3	21	7	13	68	-51	60	filt:	56	-72	64
2017	10	13	21	7	13	73	-56	64	filt:	56	-72	64
2017	10	23	21	7	13	71	-55	63	filt:	56	-72	64
2017	11	2	21	7	13	69	-56	62	filt:	57	-72	64
2017	11	12	21	7	13	65	-53	59	filt:	57	-72	64
2017	11	22	21	7	13	58	-74	66	filt:	57	-72	64
2017	12	2	21	7	13	54	-72	63	filt:	57	-71	64
2017	12	12	21	7	13	53	-72	63	filt:	57	-71	64
2017	12	22	21	7	13	50	-69	60	filt:	58	-71	64
2018	1	1	21	7	13	53	-76	64	filt:	58	-71	64
2018	1	11	21	7	13	47	-86	66	filt:	58	-71	64
2018	1	21	21	7	13	36	-88	62	filt:	58	-71	64
2018	1	31	21	7	13	36	-97	67	filt:	59	-70	64
2018	2	10	21	7	13	35	-103	69	filt:	59	-70	64
2018	2	20	21	7	13	38	-106	72	filt:	59	-70	64
2018	3	2	21	7	13	36	-106	71	filt:	59	-70	64
2018	3	12	21	7	13	36	-93	64	filt:	59	-69	64
2018	3	22	21	7	13	37	-94	66	filt:	60	-69	64
2018	4	1	21	7	13	44	-86	65	filt:	60	-69	64
2018	4	11	21	7	13	48	-89	69	filt:	60	-69	64
2018	4	21	21	7	13	51	-80	65	filt:	60	-68	64
2018	5	1	21	7	13	56	-84	70	filt:	60	-68	64
2018	5	11	21	7	13	58	-80	69	filt:	61	-68	64
2018	5	21	21	7	13	62	-79	71	filt:	61	-67	64
2018	5	31	21	7	13	60	-70	65	filt:	61	-67	64
2018	6	10	21	7	13	68	-67	67	filt:	61	-67	64
2018	6	20	21	7	13	70	-68	69	filt:	61	-66	64
2018	6	30	21	7	13	71	-62	67	filt:	62	-66	64
2018	7	10	21	7	13	73	-53	63	filt:	62	-66	64
2018	7	20	21	7	13	79	-45	62	filt:	62	-65	64
2018	7	30	21	7	13	79	-44	61	filt:	62	-65	64
2018	8	9	21	7	13	78	-42	60	filt:	62	-64	63
2018	8	19	21	7	13	84	-40	62	filt:	63	-64	63
2018	8	29	21	7	13	88	-40	64	filt:	63	-64	63
2018	9	8	21	7	13	86	-38	62	filt:	63	-63	63
2018	9	18	21	7	13	81	-34	58	filt:	64	-63	63
2018	9	28	21	7	13	79	-34	56	filt:	64	-62	63
2018	10	8	21	7	13	77	-40	59	filt:	64	-62	63
2018	10	18	21	7	13	71	-42	56	filt:	65	-61	63
2018	10	28	21	7	13	73	-42	58	filt:	65	-61	63
2018	11	7	21	7	13	76	-40	58	filt:	65	-61	63
2018	11	17	21	7	13	82	-45	63	filt:	66	-60	63
2018	11	27	21	7	13	69	-49	59	filt:	66	-60	63
2018	12	7	21	7	13	56	-57	56	filt:	66	-59	63
2018	12	17	21	7	13	60	-65	62	filt:	67	-59	63
2018	12	27	21	7	13	57	-66	62	filt:	67	-59	63
2019	1	6	21	7	13	59	-66	63	filt:	68	-59	63
2019	1	16	21	7	13	48	-78	63	filt:	68	-58	63
2019	1	26	21	7	13	46	-85	65	filt:	69	-58	63
2019	2	5	21	7	13	46	-87	67	filt:	69	-58	63
2019	2	15	21	7	13	45	-82	64	filt:	69	-58	63
2019	2	25	21	7	13	43	-88	65	filt:	70	-57	64
2019	3	7	21	7	13	47	-76	62	filt:	70	-57	64
2019	3	17	21	7	13	46	-75	61	filt:	71	-57	64
2019	3	27	21	7	13	50	-78	64	filt:	71	-57	64
2019	4	6	21	7	13	52	-82	67	filt:	71	-57	64
2019	4	16	21	7	13	59	-72	66	filt:	72	-57	64
2019	4	26	21	7	13	60	-69	65	filt:	72	-57	64
2019	5	6	21	7	13	64	-66	65	filt:	72	-57	64
2019	5	16	21	7	13	66	-63	65	filt:	73	-57	65
2019	5	26	21	7	13	73	-58	66	filt:	73	-56	65
2019	6	5	21	7	13	75	-57	66	filt:	73	-56	65
2019	6	15	21	7	13	77	-57	67	filt:	73	-56	65
2019	6	25	21	7	13	83	-48	65	filt:	73	-56	65
2019	7	5	21	7	13	84	-49	66	filt:	74	-56	65
2019	7	15	21	7	13	84	-48	66	filt:	74	-56	65
2019	7	25	21	7	13	86	-46	66	filt:	74	-56	65
2019	8	4	21	7	13	90	-38	64	filt:	74	-56	65
2019	8	14	21	7	13	94	-36	65	filt:	74	-56	65
2019	8	24	21	7	13	94	-34	64	filt:	74	-56	65
2019	9	3	21	7	13	102	-34	68	filt:	74	-55	65
2019	9	13	21	7	13	104	-35	70	filt:	74	-55	65
2019	9	23	21	7	13	103	-38	71	filt:	74	-55	65
2019	10	3	21	7	13	98	-38	68	filt:	74	-55	65
2019	10	13	21	7	13	97	-36	66	filt:	74	-55	64
2019	10	23	21	7	13	94	-42	68	filt:	74	-54	64
2019	11	2	21	7	13	83	-46	64	filt:	74	-54	64
2019	11	12	21	7	13	80	-48	64	filt:	74	-54	64
2019	11	22	21	7	13	73	-46	60	filt:	73	-54	64
2019	12	2	21	7	13	81	-42	61	filt:	73	-53	63
2019	12	12	21	7	13	62	-60	61	filt:	73	-53	63
2019	12	22	21	7	13	62	-60	61	filt:	73	-53	63
2020	1	1	21	7	13	54	-53	54	filt:	72	-53	62
2020	1	11	21	7	13	-9999	-9999	-9999	filt:	-9999	-9999	-9999
2020	1	21	21	7	13	-9999	-9999	-9999	filt:	-9999	-9999	-9999
2020	1	31	21	7	13	48	-89	69	filt:	71	-52	62
2020	2	10	21	7	13	45	-77	61	filt:	70	-52	61
2020	2	20	21	7	13	43	-76	59	filt:	70	-52	61
2020	3	1	21	7	13	39	-71	55	filt:	69	-52	61
2020	3	11	21	7	13	35	-76	56	filt:	69	-52	60
2020	3	21	21	7	13	42	-69	55	filt:	68	-52	60
2020	3	31	21	7	13	48	-61	55	filt:	67	-52	60
2020	4	10	21	7	13	51	-65	58	filt:	67	-52	59
2020	4	20	21	7	13	51	-67	59	filt:	66	-52	59
2020	4	30	21	7	13	51	-63	57	filt:	66	-52	59
2020	5	10	21	7	13	53	-59	56	filt:	65	-52	59
2020	5	20	21	7	13	53	-61	57	filt:	64	-53	58
2020	5	30	21	7	13	63	-58	61	filt:	64	-53	58
2020	6	9	21	7	13	66	-55	60	filt:	63	-53	58
2020	6	19	21	7	13	72	-46	59	filt:	62	-53	58
2020	6	29	21	7	13	74	-43	58	filt:	62	-53	57
2020	7	9	21	7	13	79	-40	59	filt:	61	-53	57
2020	7	19	21	7	13	82	-36	59	filt:	61	-54	57
2020	7	29	21	7	13	82	-35	58	filt:	60	-54	57
2020	8	8	21	7	13	84	-34	59	filt:	60	-54	57
2020	8	18	21	7	13	82	-38	60	filt:	59	-54	57
2020	8	28	21	7	13	78	-38	58	filt:	59	-54	56
2020	9	7	21	7	13	80	-33	57	filt:	58	-54	56
2020	9	17	21	7	13	79	-28	54	filt:	58	-54	56
2020	9	27	21	7	13	79	-29	54	filt:	58	-54	56
2020	10	7	21	7	13	76	-38	57	filt:	57	-54	56
2020	10	17	21	7	13	77	-45	61	filt:	57	-54	56
2020	10	27	21	7	13	72	-46	59	filt:	57	-54	56
2020	11	6	21	7	13	63	-49	56	filt:	57	-54	56
2020	11	16	21	7	13	60	-49	54	filt:	57	-54	55
2020	11	26	21	7	13	55	-52	54	filt:	57	-54	55
2020	12	6	21	7	13	56	-57	57	filt:	56	-54	55
2020	12	16	21	7	13	49	-61	55	filt:	56	-54	55
2020	12	26	21	7	13	50	-66	58	filt:	56	-54	55
2021	1	5	21	7	13	40	-64	52	filt:	56	-54	55
2021	1	15	21	7	13	35	-72	54	filt:	56	-53	55
2021	1	25	21	7	13	24	-65	45	filt:	56	-53	55
2021	2	4	21	7	13	17	-59	38	filt:	56	-53	55
2021	2	14	21	7	13	30	-75	53	filt:	56	-53	54
2021	2	24	21	7	13	35	-79	57	filt:	56	-53	54
2021	3	6	21	7	13	35	-77	56	filt:	56	-53	54
2021	3	16	21	7	13	34	-67	51	filt:	56	-53	54
2021	3	26	21	7	13	40	-69	54	filt:	55	-52	54
2021	4	5	21	7	13	40	-69	54	filt:	55	-52	54
2021	4	15	21	7	13	40	-70	55	filt:	55	-52	54
2021	4	25	21	7	13	43	-71	57	filt:	55	-52	53
2021	5	5	21	7	13	47	-67	57	filt:	55	-52	53
2021	5	15	21	7	13	52	-62	57	filt:	55	-52	53
2021	5	25	21	7	13	53	-54	53	filt:	54	-51	53
2021	6	4	21	7	13	63	-53	58	filt:	54	-51	53
2021	6	14	21	7	13	59	-44	52	filt:	54	-51	53
2021	6	24	21	7	13	62	-42	52	filt:	54	-51	52
2021	7	4	21	7	13	65	-36	51	filt:	54	-51	52
2021	7	14	21	7	13	78	-35	56	filt:	54	-51	52
2021	7	24	21	7	13	75	-29	52	filt:	53	-51	52
2021	8	3	21	7	13	75	-30	53	filt:	53	-51	52
2021	8	13	21	7	13	72	-29	51	filt:	53	-50	52
2021	8	23	21	7	13	75	-25	50	filt:	53	-50	52
2021	9	2	21	7	13	76	-22	49	filt:	53	-50	51
2021	9	12	21	7	13	73	-23	48	filt:	53	-50	51
2021	9	22	21	7	13	78	-22	50	filt:	52	-50	51
2021	10	2	21	7	13	73	-26	49	filt:	52	-50	51
2021	10	12	21	7	13	72	-27	50	filt:	52	-49	51
2021	10	22	21	7	13	63	-35	49	filt:	52	-49	51
2021	11	1	21	7	13	61	-36	48	filt:	52	-49	50
2021	11	11	21	7	13	62	-43	53	filt:	52	-49	50
2021	11	21	21	7	13	61	-46	54	filt:	52	-48	50
2021	12	1	21	7	13	59	-48	53	filt:	52	-48	50
2021	12	11	21	7	13	51	-45	48	filt:	52	-48	50
2021	12	21	21	7	13	38	-48	43	filt:	52	-47	49
2021	12	31	21	7	13	32	-61	47	filt:	52	-47	49
2022	1	10	21	7	13	28	-65	47	filt:	52	-46	49
2022	1	20	21	7	13	21	-76	49	filt:	51	-46	49
2022	1	30	21	7	13	24	-69	47	filt:	51	-46	48
2022	2	9	21	7	13	21	-74	48	filt:	51	-45	48
2022	2	19	21	7	13	26	-72	49	filt:	51	-45	48
2022	3	1	21	7	13	18	-85	51	filt:	50	-44	47
2022	3	11	21	7	13	12	-58	35	filt:	50	-43	47
2022	3	21	21	7	13	22	-54	38	filt:	50	-43	46
2022	3	31	21	7	13	21	-51	36	filt:	49	-42	46
2022	4	10	21	7	13	23	-54	38	filt:	49	-42	45
2022	4	20	21	7	13	33	-61	47	filt:	48	-41	45
2022	4	30	21	7	13	38	-58	48	filt:	48	-40	44
2022	5	10	21	7	13	40	-53	46	filt:	47	-39	43
2022	5	20	21	7	13	44	-48	46	filt:	46	-38	42
2022	5	30	21	7	13	49	-39	44	filt:	45	-38	41
2022	6	9	21	7	13	52	-30	41	filt:	44	-37	40
2022	6	19	21	7	13	55	-28	42	filt:	43	-36	39
2022	6	29	21	7	13	59	-24	42	filt:	42	-34	38
2022	7	9	21	7	13	67	-20	43	filt:	40	-33	37
2022	7	19	21	7	13	63	-13	38	filt:	39	-32	36
2022	7	29	21	7	13	65	-2	34	filt:	38	-31	34
2022	8	8	21	7	13	69	6	31	filt:	36	-30	33
2022	8	18	21	7	13	75	17	29	filt:	34	-28	31
2022	8	28	21	7	13	78	0	39	filt:	33	-27	30
2022	9	7	21	7	13	-9999	-9999	-9999	filt:	-9999	-9999	-9999
2022	9	17	21	7	13	-9999	-9999	-9999	filt:	-9999	-9999	-9999
2022	9	27	21	7	13	-9999	-9999	-9999	filt:	-9999	-9999	-9999
2022	10	7	21	7	13	-9999	-9999	-9999	filt:	-9999	-9999	-9999
2022	10	17	21	7	13	-9999	-9999	-9999	filt:	-9999	-9999	-9999
2022	10	27	21	7	13	-9999	-9999	-9999	filt:	-9999	-9999	-9999
2022	11	6	21	7	13	61	30	15	filt:	19	-19	19
2022	11	16	21	7	13	44	5	19	filt:	18	-18	18
2022	11	26	21	7	13	44	-2	23	filt:	16	-17	16
2022	12	6	21	7	13	15	-29	22	filt:	14	-16	15
2022	12	16	21	7	13	23	2	11	filt:	13	-15	14
2022	12	26	21	7	13	17	-2	10	filt:	11	-14	13
2023	1	5	21	7	13	2	-10	6	filt:	10	-13	11
2023	1	15	21	7	13	-10	-24	7	filt:	8	-13	10
2023	1	25	21	7	13	-13	-23	5	filt:	7	-12	9
2023	2	4	21	7	13	-21	-30	5	filt:	6	-11	9
2023	2	14	21	7	13	-30	-36	3	filt:	5	-11	8
2023	2	24	21	7	13	-29	-39	5	filt:	4	-10	7
2023	3	6	21	7	13	-9999	-9999	-9999	filt:	-9999	-9999	-9999
2023	3	16	21	7	13	-9	-34	12	filt:	2	-10	6
2023	3	26	21	7	13	-13	-35	11	filt:	1	-9	5
2023	4	5	21	7	13	-17	-36	9	filt:	0	-9	5
2023	4	15	21	7	13	-21	-36	8	filt:	0	-8	4
2023	4	25	21	7	13	-22	-37	7	filt:	-1	-8	4
2023	5	5	21	7	13	-23	-30	4	filt:	-1	-8	3
2023	5	15	21	7	13	-33	-28	-2	filt:	-1	-7	3
2023	5	25	21	7	13	-24	-21	-1	filt:	-1	-7	3
2023	6	4	21	7	13	-5	-18	6	filt:	-2	-7	3
2023	6	14	21	7	13	-9	-13	2	filt:	-2	-6	2
2023	6	24	21	7	13	3	-8	6	filt:	-2	-6	2
2023	7	4	21	7	13	18	8	5	filt:	-2	-6	2
2023	7	14	21	7	13	23	2	11	filt:	-2	-5	2
2023	7	24	21	7	13	17	4	6	filt:	-1	-5	2
2023	8	3	21	7	13	18	5	6	filt:	-1	-4	2
2023	8	13	21	7	13	21	14	3	filt:	-1	-4	2
2023	8	23	21	7	13	29	19	5	filt:	-1	-3	1
2023	9	2	21	7	13	15	15	0	filt:	0	-3	1
2023	9	12	21	7	13	19	16	2	filt:	0	-2	1
2023	9	22	21	7	13	22	15	3	filt:	1	-2	1
2023	10	2	21	7	13	22	10	6	filt:	1	-1	1
2023	10	12	21	7	13	8	14	-3	filt:	2	0	1
2023	10	22	21	7	13	9	9	0	filt:	3	0	1
2023	11	1	21	7	13	14	7	4	filt:	4	1	1
2023	11	11	21	7	13	4	12	-4	filt:	4	2	1
												
