year	month	day	hour	min	secound	N	S	Avg	20nhzfilt:	Nf	Sf	Avgf
1988	2	28	21	7	13	-62	149	-105	filt:	-103	95	-99
1988	3	9	21	7	13	-65	143	-104	filt:	-103	94	-98
1988	3	19	21	7	13	-63	144	-104	filt:	-101	93	-97
1988	3	29	21	7	13	-64	137	-100	filt:	-100	92	-96
1988	4	8	21	7	13	-61	135	-98	filt:	-99	91	-95
1988	4	18	21	7	13	-66	106	-86	filt:	-98	90	-94
1988	4	28	21	7	13	-73	109	-91	filt:	-97	90	-93
1988	5	8	21	7	13	-77	121	-99	filt:	-95	89	-92
1988	5	18	21	7	13	-87	111	-99	filt:	-94	88	-91
1988	5	28	21	7	13	-105	92	-98	filt:	-92	87	-89
1988	6	7	21	7	13	-111	81	-96	filt:	-90	86	-88
1988	6	17	21	7	13	-122	84	-103	filt:	-89	85	-87
1988	6	27	21	7	13	-109	76	-92	filt:	-87	85	-86
1988	7	7	21	7	13	-104	50	-77	filt:	-85	84	-84
1988	7	17	21	7	13	-100	44	-72	filt:	-83	83	-83
1988	7	27	21	7	13	-104	44	-74	filt:	-81	82	-82
1988	8	6	21	7	13	-119	39	-79	filt:	-79	81	-80
1988	8	16	21	7	13	-112	25	-68	filt:	-77	80	-79
1988	8	26	21	7	13	-116	16	-66	filt:	-75	79	-77
1988	9	5	21	7	13	-115	28	-72	filt:	-73	79	-76
1988	9	15	21	7	13	-119	34	-76	filt:	-71	78	-74
1988	9	25	21	7	13	-112	43	-78	filt:	-69	77	-73
1988	10	5	21	7	13	-108	38	-73	filt:	-67	76	-71
1988	10	15	21	7	13	-101	53	-77	filt:	-65	75	-70
1988	10	25	21	7	13	-102	58	-80	filt:	-63	74	-68
1988	11	4	21	7	13	-99	57	-78	filt:	-61	72	-67
1988	11	14	21	7	13	-92	54	-73	filt:	-59	71	-65
1988	11	24	21	7	13	-65	67	-66	filt:	-57	70	-64
1988	12	4	21	7	13	-63	62	-63	filt:	-55	69	-62
1988	12	14	21	7	13	-58	62	-60	filt:	-53	68	-61
1988	12	24	21	7	13	-16	68	-42	filt:	-51	66	-59
1989	1	3	21	7	13	3	72	-34	filt:	-50	65	-57
1989	1	13	21	7	13	26	78	-26	filt:	-48	64	-56
1989	1	23	21	7	13	6	94	-44	filt:	-46	62	-54
1989	2	2	21	7	13	12	105	-46	filt:	-44	61	-53
1989	2	12	21	7	13	-2	99	-50	filt:	-43	59	-51
1989	2	22	21	7	13	-22	91	-57	filt:	-41	58	-50
1989	3	4	21	7	13	-17	94	-56	filt:	-40	56	-48
1989	3	14	21	7	13	-2	100	-51	filt:	-38	55	-46
1989	3	24	21	7	13	19	88	-34	filt:	-37	53	-45
1989	4	3	21	7	13	31	97	-33	filt:	-35	51	-43
1989	4	13	21	7	13	33	99	-33	filt:	-34	49	-42
1989	4	23	21	7	13	35	98	-31	filt:	-33	48	-40
1989	5	3	21	7	13	7	80	-36	filt:	-32	46	-39
1989	5	13	21	7	13	-6	69	-37	filt:	-30	44	-37
1989	5	23	21	7	13	-34	72	-53	filt:	-29	42	-36
1989	6	2	21	7	13	-46	36	-41	filt:	-28	40	-34
1989	6	12	21	7	13	-39	23	-31	filt:	-27	38	-33
1989	6	22	21	7	13	-40	27	-33	filt:	-26	36	-31
1989	7	2	21	7	13	-42	29	-35	filt:	-25	34	-30
1989	7	12	21	7	13	-66	23	-44	filt:	-24	32	-28
1989	7	22	21	7	13	-71	20	-46	filt:	-23	30	-27
1989	8	1	21	7	13	-74	10	-42	filt:	-22	28	-25
1989	8	11	21	7	13	-66	3	-35	filt:	-21	26	-24
1989	8	21	21	7	13	-68	-12	-28	filt:	-20	24	-22
1989	8	31	21	7	13	-86	-14	-36	filt:	-19	22	-21
1989	9	10	21	7	13	-79	-18	-31	filt:	-18	20	-19
1989	9	20	21	7	13	-66	-24	-21	filt:	-17	18	-18
1989	9	30	21	7	13	-39	-14	-13	filt:	-16	17	-16
1989	10	10	21	7	13	-42	-6	-18	filt:	-15	15	-15
1989	10	20	21	7	13	-20	-3	-8	filt:	-13	13	-13
1989	10	30	21	7	13	-27	-5	-11	filt:	-12	12	-12
1989	11	9	21	7	13	-31	-18	-7	filt:	-11	10	-10
1989	11	19	21	7	13	-43	-15	-14	filt:	-9	9	-9
1989	11	29	21	7	13	-25	-10	-8	filt:	-8	7	-8
1989	12	9	21	7	13	-7	13	-10	filt:	-6	6	-6
1989	12	19	21	7	13	12	3	5	filt:	-5	5	-5
1989	12	29	21	7	13	32	4	14	filt:	-3	4	-4
1990	1	8	21	7	13	42	6	18	filt:	-1	4	-3
1990	1	18	21	7	13	5	5	0	filt:	0	3	-1
1990	1	28	21	7	13	41	25	8	filt:	2	3	0
1990	2	7	21	7	13	57	29	14	filt:	4	3	1
1990	2	17	21	7	13	71	34	19	filt:	6	2	2
1990	2	27	21	7	13	78	24	27	filt:	8	2	3
1990	3	9	21	7	13	14	20	-3	filt:	10	3	3
1990	3	19	21	7	13	-12	7	-10	filt:	11	3	4
1990	3	29	21	7	13	1	9	-4	filt:	13	3	5
1990	4	8	21	7	13	17	10	4	filt:	15	4	6
1990	4	18	21	7	13	22	15	3	filt:	17	5	6
1990	4	28	21	7	13	33	18	7	filt:	19	5	7
1990	5	8	21	7	13	36	23	7	filt:	20	6	7
1990	5	18	21	7	13	45	27	9	filt:	22	7	7
1990	5	28	21	7	13	20	22	-1	filt:	24	8	8
1990	6	7	21	7	13	21	24	-1	filt:	25	9	8
1990	6	17	21	7	13	38	16	11	filt:	26	10	8
1990	6	27	21	7	13	19	0	10	filt:	28	11	8
1990	7	7	21	7	13	11	-21	16	filt:	29	12	8
1990	7	17	21	7	13	4	-12	8	filt:	30	13	9
1990	7	27	21	7	13	19	-17	18	filt:	31	14	9
1990	8	6	21	7	13	14	3	5	filt:	32	15	9
1990	8	16	21	7	13	19	14	3	filt:	33	16	9
1990	8	26	21	7	13	24	23	0	filt:	34	17	9
1990	9	5	21	7	13	29	13	8	filt:	35	17	9
1990	9	15	21	7	13	22	0	11	filt:	36	18	9
1990	9	25	21	7	13	22	-7	14	filt:	37	18	9
1990	10	5	21	7	13	40	19	11	filt:	37	19	9
1990	10	15	21	7	13	40	11	14	filt:	38	19	9
1990	10	25	21	7	13	52	11	20	filt:	39	19	10
1990	11	4	21	7	13	48	-4	26	filt:	39	19	10
1990	11	14	21	7	13	57	-6	32	filt:	40	19	10
1990	11	24	21	7	13	46	-13	30	filt:	40	18	11
1990	12	4	21	7	13	47	4	21	filt:	41	18	12
1990	12	14	21	7	13	51	14	19	filt:	41	17	12
1990	12	24	21	7	13	46	22	12	filt:	42	16	13
1991	1	3	21	7	13	51	28	11	filt:	43	15	14
1991	1	13	21	7	13	48	43	3	filt:	43	14	15
1991	1	23	21	7	13	43	43	0	filt:	44	13	16
1991	2	2	21	7	13	43	24	10	filt:	45	11	17
1991	2	12	21	7	13	39	31	4	filt:	46	10	18
1991	2	22	21	7	13	47	39	4	filt:	47	8	19
1991	3	4	21	7	13	48	42	3	filt:	48	6	21
1991	3	14	21	7	13	52	32	10	filt:	49	4	22
1991	3	24	21	7	13	35	15	10	filt:	50	2	24
1991	4	3	21	7	13	33	8	13	filt:	51	-1	26
1991	4	13	21	7	13	32	8	12	filt:	52	-3	28
1991	4	23	21	7	13	35	12	12	filt:	53	-6	29
1991	5	3	21	7	13	31	13	9	filt:	54	-8	31
1991	5	13	21	7	13	45	6	20	filt:	56	-11	33
1991	5	23	21	7	13	50	2	24	filt:	57	-14	35
1991	6	2	21	7	13	52	-3	28	filt:	58	-17	37
1991	6	12	21	7	13	57	-10	33	filt:	60	-20	40
1991	6	22	21	7	13	63	-22	42	filt:	61	-23	42
1991	7	2	21	7	13	74	-24	49	filt:	62	-26	44
1991	7	12	21	7	13	73	-38	56	filt:	64	-29	46
1991	7	22	21	7	13	75	-44	60	filt:	65	-32	48
1991	8	1	21	7	13	70	-57	64	filt:	67	-35	51
1991	8	11	21	7	13	77	-57	67	filt:	68	-38	53
1991	8	21	21	7	13	72	-53	63	filt:	70	-41	55
1991	8	31	21	7	13	76	-70	73	filt:	71	-43	57
1991	9	10	21	7	13	72	-81	77	filt:	73	-46	60
1991	9	20	21	7	13	66	-82	74	filt:	74	-49	62
1991	9	30	21	7	13	69	-88	78	filt:	76	-52	64
1991	10	10	21	7	13	74	-85	79	filt:	77	-55	66
1991	10	20	21	7	13	82	-84	83	filt:	79	-57	68
1991	10	30	21	7	13	86	-84	85	filt:	80	-60	70
1991	11	9	21	7	13	82	-80	81	filt:	82	-63	72
1991	11	19	21	7	13	81	-80	80	filt:	83	-65	74
1991	11	29	21	7	13	96	-66	81	filt:	85	-67	76
1991	12	9	21	7	13	98	-70	84	filt:	86	-70	78
1991	12	19	21	7	13	112	-82	97	filt:	87	-72	80
1991	12	29	21	7	13	102	-69	86	filt:	89	-74	81
1992	1	8	21	7	13	100	-72	86	filt:	90	-76	83
1992	1	18	21	7	13	102	-67	84	filt:	91	-78	84
1992	1	28	21	7	13	82	-71	77	filt:	92	-80	86
1992	2	7	21	7	13	70	-63	67	filt:	93	-82	87
1992	2	17	21	7	13	66	-90	78	filt:	94	-84	89
1992	2	27	21	7	13	67	-87	77	filt:	95	-85	90
1992	3	8	21	7	13	78	-82	80	filt:	96	-87	91
1992	3	18	21	7	13	92	-75	84	filt:	96	-89	93
1992	3	28	21	7	13	92	-74	83	filt:	97	-91	94
1992	4	7	21	7	13	86	-77	82	filt:	97	-92	95
1992	4	17	21	7	13	83	-77	80	filt:	98	-94	96
1992	4	27	21	7	13	76	-83	80	filt:	98	-96	97
1992	5	7	21	7	13	85	-93	89	filt:	98	-97	98
1992	5	17	21	7	13	92	-91	91	filt:	98	-99	99
1992	5	27	21	7	13	101	-99	100	filt:	98	-101	99
1992	6	6	21	7	13	101	-94	97	filt:	98	-103	100
1992	6	16	21	7	13	99	-95	97	filt:	97	-104	101
1992	6	26	21	7	13	108	-87	98	filt:	97	-106	102
1992	7	6	21	7	13	108	-74	91	filt:	97	-108	102
1992	7	16	21	7	13	111	-94	103	filt:	96	-109	103
1992	7	26	21	7	13	109	-103	106	filt:	96	-111	103
1992	8	5	21	7	13	107	-115	111	filt:	95	-113	104
1992	8	15	21	7	13	98	-116	107	filt:	94	-114	104
1992	8	25	21	7	13	101	-107	104	filt:	93	-116	105
1992	9	4	21	7	13	116	-108	112	filt:	93	-117	105
1992	9	14	21	7	13	125	-112	118	filt:	92	-119	105
1992	9	24	21	7	13	126	-116	121	filt:	91	-120	105
1992	10	4	21	7	13	119	-123	121	filt:	90	-121	106
1992	10	14	21	7	13	114	-121	118	filt:	89	-123	106
1992	10	24	21	7	13	105	-121	113	filt:	88	-124	106
1992	11	3	21	7	13	102	-112	107	filt:	87	-125	106
1992	11	13	21	7	13	96	-115	105	filt:	86	-126	106
1992	11	23	21	7	13	94	-117	106	filt:	85	-127	106
1992	12	3	21	7	13	87	-127	107	filt:	85	-127	106
1992	12	13	21	7	13	71	-135	103	filt:	84	-128	106
1992	12	23	21	7	13	61	-147	104	filt:	83	-129	106
1993	1	2	21	7	13	51	-149	100	filt:	82	-129	106
1993	1	12	21	7	13	47	-144	95	filt:	81	-130	105
1993	1	22	21	7	13	56	-142	99	filt:	81	-130	105
1993	2	1	21	7	13	54	-145	99	filt:	80	-130	105
1993	2	11	21	7	13	61	-153	107	filt:	79	-130	105
1993	2	21	21	7	13	49	-167	108	filt:	79	-130	104
1993	3	3	21	7	13	44	-149	96	filt:	78	-130	104
1993	3	13	21	7	13	44	-155	100	filt:	78	-130	104
1993	3	23	21	7	13	49	-154	102	filt:	77	-129	103
1993	4	2	21	7	13	51	-153	102	filt:	77	-129	103
1993	4	12	21	7	13	48	-151	100	filt:	76	-129	103
1993	4	22	21	7	13	50	-145	98	filt:	76	-128	102
1993	5	2	21	7	13	63	-148	105	filt:	76	-128	102
1993	5	12	21	7	13	72	-143	108	filt:	75	-127	101
1993	5	22	21	7	13	75	-126	101	filt:	75	-127	101
1993	6	1	21	7	13	80	-122	101	filt:	75	-127	101
1993	6	11	21	7	13	84	-106	95	filt:	75	-126	100
1993	6	21	21	7	13	91	-117	104	filt:	75	-126	100
1993	7	1	21	7	13	92	-112	102	filt:	74	-125	100
1993	7	11	21	7	13	108	-110	109	filt:	74	-125	100
1993	7	21	21	7	13	100	-97	99	filt:	74	-124	99
1993	7	31	21	7	13	98	-99	98	filt:	74	-124	99
1993	8	10	21	7	13	99	-99	99	filt:	74	-124	99
1993	8	20	21	7	13	102	-93	97	filt:	74	-124	99
1993	8	30	21	7	13	102	-89	96	filt:	75	-123	99
1993	9	9	21	7	13	103	-81	92	filt:	75	-123	99
1993	9	19	21	7	13	107	-86	97	filt:	75	-123	99
1993	9	29	21	7	13	109	-83	96	filt:	75	-123	99
1993	10	9	21	7	13	101	-92	97	filt:	75	-123	99
1993	10	19	21	7	13	89	-90	90	filt:	76	-123	99
1993	10	29	21	7	13	86	-89	88	filt:	76	-123	99
1993	11	8	21	7	13	83	-90	87	filt:	76	-123	99
1993	11	18	21	7	13	75	-94	85	filt:	76	-123	100
1993	11	28	21	7	13	68	-96	82	filt:	77	-123	100
1993	12	8	21	7	13	66	-114	90	filt:	77	-123	100
1993	12	18	21	7	13	58	-117	88	filt:	77	-123	100
1993	12	28	21	7	13	60	-132	96	filt:	78	-123	100
1994	1	7	21	7	13	66	-165	116	filt:	78	-123	101
1994	1	17	21	7	13	66	-163	114	filt:	78	-123	101
1994	1	27	21	7	13	61	-160	110	filt:	79	-123	101
1994	2	6	21	7	13	55	-156	106	filt:	79	-124	101
1994	2	16	21	7	13	52	-160	106	filt:	79	-124	101
1994	2	26	21	7	13	54	-157	106	filt:	80	-124	102
1994	3	8	21	7	13	52	-157	104	filt:	80	-124	102
1994	3	18	21	7	13	52	-159	106	filt:	80	-124	102
1994	3	28	21	7	13	53	-161	107	filt:	80	-124	102
1994	4	7	21	7	13	63	-172	117	filt:	81	-124	103
1994	4	17	21	7	13	72	-171	121	filt:	81	-125	103
1994	4	27	21	7	13	75	-174	125	filt:	81	-125	103
1994	5	7	21	7	13	82	-154	118	filt:	81	-125	103
1994	5	17	21	7	13	81	-150	115	filt:	82	-125	103
1994	5	27	21	7	13	74	-135	104	filt:	82	-125	103
1994	6	6	21	7	13	80	-131	106	filt:	82	-125	103
1994	6	16	21	7	13	83	-121	102	filt:	82	-125	103
1994	6	26	21	7	13	100	-117	108	filt:	82	-125	104
1994	7	6	21	7	13	92	-90	91	filt:	83	-125	104
1994	7	16	21	7	13	99	-85	92	filt:	83	-124	104
1994	7	26	21	7	13	99	-86	92	filt:	83	-124	104
1994	8	5	21	7	13	107	-97	102	filt:	84	-124	104
1994	8	15	21	7	13	100	-84	92	filt:	84	-124	104
1994	8	25	21	7	13	117	-101	109	filt:	84	-124	104
1994	9	4	21	7	13	123	-86	104	filt:	84	-123	104
1994	9	14	21	7	13	122	-82	102	filt:	85	-123	104
1994	9	24	21	7	13	117	-78	98	filt:	85	-123	104
1994	10	4	21	7	13	106	-80	93	filt:	86	-122	104
1994	10	14	21	7	13	100	-87	93	filt:	86	-122	104
1994	10	24	21	7	13	99	-84	91	filt:	86	-122	104
1994	11	3	21	7	13	101	-91	96	filt:	87	-121	104
1994	11	13	21	7	13	98	-100	99	filt:	87	-121	104
1994	11	23	21	7	13	96	-108	102	filt:	88	-120	104
1994	12	3	21	7	13	91	-115	103	filt:	88	-120	104
1994	12	13	21	7	13	86	-124	105	filt:	88	-119	104
1994	12	23	21	7	13	68	-120	94	filt:	89	-119	104
1995	1	2	21	7	13	70	-132	101	filt:	89	-118	104
1995	1	12	21	7	13	69	-124	96	filt:	90	-118	104
1995	1	22	21	7	13	75	-164	119	filt:	90	-117	104
1995	2	1	21	7	13	54	-164	109	filt:	90	-117	103
1995	2	11	21	7	13	55	-157	106	filt:	91	-116	103
1995	2	21	21	7	13	49	-149	99	filt:	91	-115	103
1995	3	3	21	7	13	57	-138	97	filt:	91	-115	103
1995	3	13	21	7	13	60	-154	107	filt:	92	-114	103
1995	3	23	21	7	13	65	-172	119	filt:	92	-114	103
1995	4	2	21	7	13	73	-156	115	filt:	92	-113	103
1995	4	12	21	7	13	75	-134	105	filt:	92	-113	103
1995	4	22	21	7	13	80	-134	107	filt:	93	-112	102
1995	5	2	21	7	13	79	-138	109	filt:	93	-112	102
1995	5	12	21	7	13	89	-126	108	filt:	93	-111	102
1995	5	22	21	7	13	91	-121	106	filt:	93	-111	102
1995	6	1	21	7	13	97	-110	104	filt:	94	-110	102
1995	6	11	21	7	13	108	-114	111	filt:	94	-110	102
1995	6	21	21	7	13	118	-108	113	filt:	94	-109	101
1995	7	1	21	7	13	126	-101	114	filt:	94	-108	101
1995	7	11	21	7	13	126	-80	103	filt:	94	-108	101
1995	7	21	21	7	13	118	-70	94	filt:	95	-107	101
1995	7	31	21	7	13	114	-71	93	filt:	95	-106	101
1995	8	10	21	7	13	106	-75	91	filt:	95	-106	100
1995	8	20	21	7	13	108	-70	89	filt:	95	-105	100
1995	8	30	21	7	13	125	-71	98	filt:	96	-104	100
1995	9	9	21	7	13	122	-70	96	filt:	96	-104	100
1995	9	19	21	7	13	126	-72	99	filt:	96	-103	99
1995	9	29	21	7	13	113	-75	94	filt:	96	-102	99
1995	10	9	21	7	13	113	-75	94	filt:	97	-101	99
1995	10	19	21	7	13	112	-80	96	filt:	97	-100	99
1995	10	29	21	7	13	111	-75	93	filt:	97	-99	98
1995	11	8	21	7	13	111	-78	95	filt:	98	-98	98
1995	11	18	21	7	13	105	-87	96	filt:	98	-98	98
1995	11	28	21	7	13	98	-93	95	filt:	98	-97	97
1995	12	8	21	7	13	88	-96	92	filt:	99	-96	97
1995	12	18	21	7	13	49	-41	45	filt:	99	-95	97
1995	12	28	21	7	13	56	-139	98	filt:	99	-94	97
1996	1	7	21	7	13	95	-148	121	filt:	99	-93	96
1996	1	17	21	7	13	97	-125	111	filt:	100	-92	96
1996	1	27	21	7	13	108	-109	109	filt:	100	-92	96
1996	2	6	21	7	13	83	-95	89	filt:	100	-91	95
1996	2	16	21	7	13	63	-108	86	filt:	100	-90	95
1996	2	26	21	7	13	56	-120	88	filt:	100	-89	95
1996	3	7	21	7	13	72	-123	98	filt:	100	-89	95
1996	3	17	21	7	13	75	-133	104	filt:	101	-88	94
1996	3	27	21	7	13	73	-129	101	filt:	101	-88	94
1996	4	6	21	7	13	74	-130	102	filt:	101	-87	94
1996	4	16	21	7	13	108	-106	107	filt:	101	-87	94
1996	4	26	21	7	13	106	-103	105	filt:	101	-87	94
1996	5	6	21	7	13	105	-102	104	filt:	101	-86	94
1996	5	16	21	7	13	89	-99	94	filt:	101	-86	93
1996	5	26	21	7	13	95	-82	89	filt:	101	-86	93
1996	6	5	21	7	13	103	-80	91	filt:	101	-86	93
1996	6	15	21	7	13	112	-76	94	filt:	101	-86	93
1996	6	25	21	7	13	114	-81	98	filt:	101	-85	93
1996	7	5	21	7	13	111	-73	92	filt:	101	-85	93
1996	7	15	21	7	13	108	-67	88	filt:	100	-85	93
1996	7	25	21	7	13	119	-60	89	filt:	100	-85	93
1996	8	4	21	7	13	121	-60	90	filt:	100	-85	93
1996	8	14	21	7	13	123	-60	91	filt:	100	-85	93
1996	8	24	21	7	13	114	-57	86	filt:	100	-85	93
1996	9	3	21	7	13	124	-48	86	filt:	100	-85	93
1996	9	13	21	7	13	117	-51	84	filt:	100	-85	93
1996	9	23	21	7	13	119	-52	85	filt:	100	-85	93
1996	10	3	21	7	13	114	-64	89	filt:	100	-85	93
1996	10	13	21	7	13	135	-65	100	filt:	100	-85	93
1996	10	23	21	7	13	137	-68	103	filt:	100	-85	93
1996	11	2	21	7	13	134	-59	97	filt:	100	-85	93
1996	11	12	21	7	13	118	-62	90	filt:	100	-85	93
1996	11	22	21	7	13	114	-60	87	filt:	100	-85	93
1996	12	2	21	7	13	103	-77	90	filt:	100	-85	93
1996	12	12	21	7	13	84	-87	86	filt:	100	-85	92
1996	12	22	21	7	13	77	-92	85	filt:	100	-85	92
1997	1	1	21	7	13	74	-87	81	filt:	100	-84	92
1997	1	11	21	7	13	76	-84	80	filt:	100	-84	92
1997	1	21	21	7	13	63	-93	78	filt:	100	-84	92
1997	1	31	21	7	13	57	-103	80	filt:	100	-84	92
1997	2	10	21	7	13	61	-108	84	filt:	100	-84	92
1997	2	20	21	7	13	76	-114	95	filt:	100	-84	92
1997	3	2	21	7	13	78	-127	102	filt:	99	-83	91
1997	3	12	21	7	13	78	-136	107	filt:	99	-83	91
1997	3	22	21	7	13	73	-134	104	filt:	99	-83	91
1997	4	1	21	7	13	83	-122	102	filt:	99	-82	91
1997	4	11	21	7	13	83	-114	98	filt:	99	-82	90
1997	4	21	21	7	13	78	-108	93	filt:	98	-82	90
1997	5	1	21	7	13	84	-112	98	filt:	98	-81	90
1997	5	11	21	7	13	93	-106	100	filt:	98	-81	89
1997	5	21	21	7	13	105	-103	104	filt:	97	-80	89
1997	5	31	21	7	13	100	-90	95	filt:	97	-80	88
1997	6	10	21	7	13	110	-79	95	filt:	97	-79	88
1997	6	20	21	7	13	106	-71	89	filt:	97	-78	88
1997	6	30	21	7	13	105	-65	85	filt:	96	-78	87
1997	7	10	21	7	13	101	-54	77	filt:	96	-77	87
1997	7	20	21	7	13	115	-51	83	filt:	96	-76	86
1997	7	30	21	7	13	128	-44	86	filt:	96	-75	86
1997	8	9	21	7	13	119	-55	87	filt:	95	-74	85
1997	8	19	21	7	13	120	-53	87	filt:	95	-73	84
1997	8	29	21	7	13	125	-45	85	filt:	95	-72	84
1997	9	8	21	7	13	128	-47	87	filt:	95	-71	83
1997	9	18	21	7	13	120	-42	81	filt:	95	-70	83
1997	9	28	21	7	13	111	-42	77	filt:	95	-69	82
1997	10	8	21	7	13	117	-34	76	filt:	95	-68	81
1997	10	18	21	7	13	122	-27	74	filt:	95	-67	81
1997	10	28	21	7	13	112	-25	69	filt:	95	-66	80
1997	11	7	21	7	13	102	-17	59	filt:	95	-64	80
1997	11	17	21	7	13	89	-68	79	filt:	95	-63	79
1997	11	27	21	7	13	98	-77	87	filt:	95	-62	78
1997	12	7	21	7	13	103	-64	84	filt:	95	-61	78
1997	12	17	21	7	13	98	-50	74	filt:	95	-60	77
1997	12	27	21	7	13	92	-48	70	filt:	95	-58	77
1998	1	6	21	7	13	82	-69	75	filt:	95	-57	76
1998	1	16	21	7	13	63	-77	70	filt:	95	-56	76
1998	1	26	21	7	13	63	-77	70	filt:	95	-55	75
1998	2	5	21	7	13	63	-80	72	filt:	95	-54	75
1998	2	15	21	7	13	48	-91	70	filt:	95	-53	74
1998	2	25	21	7	13	50	-95	72	filt:	95	-53	74
1998	3	7	21	7	13	41	-81	61	filt:	95	-52	73
1998	3	17	21	7	13	49	-83	66	filt:	95	-51	73
1998	3	27	21	7	13	48	-67	57	filt:	95	-50	73
1998	4	6	21	7	13	54	-65	59	filt:	95	-50	72
1998	4	16	21	7	13	72	-60	66	filt:	94	-49	72
1998	4	26	21	7	13	74	-62	68	filt:	94	-49	72
1998	5	6	21	7	13	96	-83	90	filt:	94	-48	71
1998	5	16	21	7	13	101	-77	89	filt:	94	-48	71
1998	5	26	21	7	13	119	-72	96	filt:	93	-48	71
1998	6	5	21	7	13	102	-50	76	filt:	93	-48	70
1998	6	15	21	7	13	114	-43	78	filt:	93	-47	70
1998	6	25	21	7	13	101	-34	68	filt:	92	-47	70
1998	7	5	21	7	13	107	-19	63	filt:	92	-47	69
1998	7	15	21	7	13	108	-15	61	filt:	91	-47	69
1998	7	25	21	7	13	116	-21	69	filt:	91	-46	69
1998	8	4	21	7	13	116	-25	71	filt:	90	-46	68
1998	8	14	21	7	13	119	-36	78	filt:	89	-46	68
1998	8	24	21	7	13	120	-28	74	filt:	89	-46	67
1998	9	3	21	7	13	127	-22	74	filt:	88	-46	67
1998	9	13	21	7	13	126	-10	68	filt:	87	-45	66
1998	9	23	21	7	13	135	-4	70	filt:	86	-45	66
1998	10	3	21	7	13	126	-2	64	filt:	86	-45	65
1998	10	13	21	7	13	121	1	60	filt:	85	-44	64
1998	10	23	21	7	13	110	-3	57	filt:	84	-44	64
1998	11	2	21	7	13	95	-5	50	filt:	83	-43	63
1998	11	12	21	7	13	74	-1	38	filt:	82	-43	62
1998	11	22	21	7	13	64	-27	45	filt:	80	-42	61
1998	12	2	21	7	13	58	-16	37	filt:	79	-41	60
1998	12	12	21	7	13	69	-30	49	filt:	78	-41	59
1998	12	22	21	7	13	51	-47	49	filt:	77	-40	58
1999	1	1	21	7	13	53	-73	63	filt:	75	-39	57
1999	1	11	21	7	13	29	-92	61	filt:	74	-38	56
1999	1	21	21	7	13	39	-90	64	filt:	72	-37	55
1999	1	31	21	7	13	55	-83	69	filt:	71	-36	53
1999	2	10	21	7	13	53	-78	66	filt:	69	-35	52
1999	2	20	21	7	13	59	-74	67	filt:	67	-34	50
1999	3	2	21	7	13	24	-77	50	filt:	65	-32	49
1999	3	12	21	7	13	16	-89	53	filt:	64	-31	47
1999	3	22	21	7	13	16	-77	46	filt:	62	-30	46
1999	4	1	21	7	13	19	-74	46	filt:	60	-29	44
1999	4	11	21	7	13	38	-61	50	filt:	58	-28	43
1999	4	21	21	7	13	39	-61	50	filt:	56	-26	41
1999	5	1	21	7	13	38	-55	46	filt:	54	-25	39
1999	5	11	21	7	13	35	-61	48	filt:	52	-24	38
1999	5	21	21	7	13	49	-48	49	filt:	50	-22	36
1999	5	31	21	7	13	70	-22	46	filt:	48	-21	34
1999	6	10	21	7	13	72	1	36	filt:	46	-20	33
1999	6	20	21	7	13	78	-1	39	filt:	44	-18	31
1999	6	30	21	7	13	77	9	34	filt:	42	-17	29
1999	7	10	21	7	13	67	25	21	filt:	40	-15	28
1999	7	20	21	7	13	61	27	17	filt:	38	-14	26
1999	7	30	21	7	13	59	34	13	filt:	36	-13	24
1999	8	9	21	7	13	71	45	13	filt:	35	-11	23
1999	8	19	21	7	13	76	49	14	filt:	33	-10	21
1999	8	29	21	7	13	77	44	17	filt:	31	-8	20
1999	9	8	21	7	13	70	36	17	filt:	30	-7	18
1999	9	18	21	7	13	58	30	14	filt:	28	-6	17
1999	9	28	21	7	13	42	28	7	filt:	27	-4	15
1999	10	8	21	7	13	16	24	-4	filt:	25	-3	14
1999	10	18	21	7	13	16	28	-6	filt:	24	-1	13
1999	10	28	21	7	13	11	-1	6	filt:	23	0	11
1999	11	7	21	7	13	20	-7	13	filt:	22	1	10
1999	11	17	21	7	13	0	-10	5	filt:	20	2	9
1999	11	27	21	7	13	-18	3	-10	filt:	19	4	8
1999	12	7	21	7	13	4	4	0	filt:	18	5	7
1999	12	17	21	7	13	2	-4	3	filt:	17	6	6
1999	12	27	21	7	13	10	0	5	filt:	16	7	5
2000	1	6	21	7	13	-6	-13	3	filt:	15	8	4
2000	1	16	21	7	13	16	1	7	filt:	14	9	3
2000	1	26	21	7	13	-5	20	-13	filt:	13	10	2
2000	2	5	21	7	13	-2	-1	0	filt:	12	11	1
2000	2	15	21	7	13	-26	-5	-10	filt:	11	11	0
2000	2	25	21	7	13	-38	-34	-2	filt:	10	12	-1
2000	3	6	21	7	13	-46	-43	-2	filt:	9	13	-2
2000	3	16	21	7	13	-17	-39	11	filt:	8	13	-3
2000	3	26	21	7	13	-15	-31	8	filt:	7	14	-3
2000	4	5	21	7	13	0	-19	9	filt:	6	14	-4
2000	4	15	21	7	13	-13	-33	10	filt:	5	14	-5
2000	4	25	21	7	13	-24	-27	2	filt:	3	15	-6
2000	5	5	21	7	13	-10	-15	2	filt:	2	15	-6
2000	5	15	21	7	13	-6	13	-9	filt:	1	15	-7
2000	5	25	21	7	13	7	8	-1	filt:	-1	15	-8
